h_km,beta,v_rel_m_s,Es_c_kJ_kg,m_p_g,Es_kJ_kg,catastrophic,M_eff_kg,N_gt_1cm_SBM,N_gt_1mm_SBM,ejecta_g_gault,crater_volume_mm3,ejecta_g_energy_bound,ejecta_frac_of_target,KE_J
1100,2.5,1500,40,0.0374856,29.8301,False,5.62284e-05,0.170792,8.75925,0.562284,84.3427,0.227725,0.161083,42.1713
1100,2.5,2000,30,0.0281142,39.7735,True,0.00144183,1.94619,99.8127,0.562284,112.457,0.303634,0.214777,56.2284
1100,2.5,2000,50,0.0281142,39.7735,False,5.62284e-05,0.170792,8.75925,0.562284,112.457,0.303634,0.214777,56.2284
1100,2.5,2000,40,0.0281142,39.7735,False,5.62284e-05,0.170792,8.75925,0.562284,112.457,0.303634,0.214777,56.2284
1200,1,400,30,0.344411,19.4897,False,0.000137764,0.334466,17.1535,1.37764,55.1057,0.148785,0.105244,27.5528
1200,1,400,50,0.344411,19.4897,False,0.000137764,0.334466,17.1535,1.37764,55.1057,0.148785,0.105244,27.5528
1200,1,400,40,0.344411,19.4897,False,0.000137764,0.334466,17.1535,1.37764,55.1057,0.148785,0.105244,27.5528
1200,1,619,30,0.222559,30.1602,True,0.00163628,2.13989,109.747,1.37764,85.2761,0.230245,0.162865,42.638
1200,1,619,50,0.222559,30.1602,False,0.000137764,0.334466,17.1535,1.37764,85.2761,0.230245,0.162865,42.638
1200,1,619,40,0.222559,30.1602,False,0.000137764,0.334466,17.1535,1.37764,85.2761,0.230245,0.162865,42.638
1200,1,800,30,0.172205,38.9793,True,0.00158592,2.09031,107.204,1.37764,110.211,0.297571,0.210488,55.1057
1200,1,800,50,0.172205,38.9793,False,0.000137764,0.334466,17.1535,1.37764,110.211,0.297571,0.210488,55.1057
1200,1,800,40,0.172205,38.9793,False,0.000137764,0.334466,17.1535,1.37764,110.211,0.297571,0.210488,55.1057
1200,1,1000,30,0.137764,48.7241,True,0.00155148,2.05617,105.453,1.37764,137.764,0.371963,0.26311,68.8821
1200,1,1000,50,0.137764,48.7241,False,0.000137764,0.334466,17.1535,1.37764,137.764,0.371963,0.26311,68.8821
1200,1,1000,40,0.137764,48.7241,True,0.00155148,2.05617,105.453,1.37764,137.764,0.371963,0.26311,68.8821
1200,1,1500,30,0.0918428,73.0862,True,0.00150556,2.01036,103.104,1.37764,206.646,0.557945,0.394666,103.323
1200,1,1500,50,0.0918428,73.0862,True,0.00150556,2.01036,103.104,1.37764,206.646,0.557945,0.394666,103.323
1200,1,1500,40,0.0918428,73.0862,True,0.00150556,2.01036,103.104,1.37764,206.646,0.557945,0.394666,103.323
1200,1,2000,30,0.0688821,97.4483,True,0.0014826,1.98732,101.922,1.37764,275.528,0.743927,0.526221,137.764
1200,1,2000,50,0.0688821,97.4483,True,0.0014826,1.98732,101.922,1.37764,275.528,0.743927,0.526221,137.764
1200,1,2000,40,0.0688821,97.4483,True,0.0014826,1.98732,101.922,1.37764,275.528,0.743927,0.526221,137.764
1200,1.5,400,30,0.229607,12.9931,False,9.18428e-05,0.246765,12.6556,0.918428,36.7371,0.0991903,0.0701628,18.3686
1200,1.5,400,50,0.229607,12.9931,False,9.18428e-05,0.246765,12.6556,0.918428,36.7371,0.0991903,0.0701628,18.3686
1200,1.5,400,40,0.229607,12.9931,False,9.18428e-05,0.246765,12.6556,0.918428,36.7371,0.0991903,0.0701628,18.3686
1200,1.5,619,30,0.148373,20.1068,False,9.18428e-05,0.246765,12.6556,0.918428,56.8507,0.153497,0.108577,28.4254
1200,1.5,619,50,0.148373,20.1068,False,9.18428e-05,0.246765,12.6556,0.918428,56.8507,0.153497,0.108577,28.4254
1200,1.5,619,40,0.148373,20.1068,False,9.18428e-05,0.246765,12.6556,0.918428,56.8507,0.153497,0.108577,28.4254
1200,1.5,800,30,0.114804,25.9862,False,9.18428e-05,0.246765,12.6556,0.918428,73.4743,0.198381,0.140326,36.7371
1200,1.5,800,50,0.114804,25.9862,False,9.18428e-05,0.246765,12.6556,0.918428,73.4743,0.198381,0.140326,36.7371
1200,1.5,800,40,0.114804,25.9862,False,9.18428e-05,0.246765,12.6556,0.918428,73.4743,0.198381,0.140326,36.7371
1200,1.5,1000,30,0.0918428,32.4828,True,0.00150556,2.01036,103.104,0.918428,91.8428,0.247976,0.175407,45.9214
1200,1.5,1000,50,0.0918428,32.4828,False,9.18428e-05,0.246765,12.6556,0.918428,91.8428,0.247976,0.175407,45.9214
1200,1.5,1000,40,0.0918428,32.4828,False,9.18428e-05,0.246765,12.6556,0.918428,91.8428,0.247976,0.175407,45.9214
1200,1.5,1500,30,0.0612286,48.7241,True,0.00147495,1.97962,101.527,0.918428,137.764,0.371963,0.26311,68.8821
1200,1.5,1500,50,0.0612286,48.7241,False,9.18428e-05,0.246765,12.6556,0.918428,137.764,0.371963,0.26311,68.8821
1200,1.5,1500,40,0.0612286,48.7241,True,0.00147495,1.97962,101.527,0.918428,137.764,0.371963,0.26311,68.8821
1200,1.5,2000,30,0.0459214,64.9655,True,0.00145964,1.96419,100.736,0.918428,183.686,0.495951,0.350814,91.8428
1200,1.5,2000,50,0.0459214,64.9655,True,0.00145964,1.96419,100.736,0.918428,183.686,0.495951,0.350814,91.8428
1200,1.5,2000,40,0.0459214,64.9655,True,0.00145964,1.96419,100.736,0.918428,183.686,0.495951,0.350814,91.8428
1200,2.5,400,30,0.137764,7.79586,False,5.51057e-05,0.168228,8.62775,0.551057,22.0423,0.0595142,0.0420977,11.0211
1200,2.5,400,50,0.137764,7.79586,False,5.51057e-05,0.168228,8.62775,0.551057,22.0423,0.0595142,0.0420977,11.0211
1200,2.5,400,40,0.137764,7.79586,False,5.51057e-05,0.168228,8.62775,0.551057,22.0423,0.0595142,0.0420977,11.0211
1200,2.5,619,30,0.0890237,12.0641,False,5.51057e-05,0.168228,8.62775,0.551057,34.1104,0.0920982,0.0651461,17.0552
1200,2.5,619,50,0.0890237,12.0641,False,5.51057e-05,0.168228,8.62775,0.551057,34.1104,0.0920982,0.0651461,17.0552
1200,2.5,619,40,0.0890237,12.0641,False,5.51057e-05,0.168228,8.62775,0.551057,34.1104,0.0920982,0.0651461,17.0552
1200,2.5,800,30,0.0688821,15.5917,False,5.51057e-05,0.168228,8.62775,0.551057,44.0846,0.119028,0.0841953,22.0423
1200,2.5,800,50,0.0688821,15.5917,False,5.51057e-05,0.168228,8.62775,0.551057,44.0846,0.119028,0.0841953,22.0423
1200,2.5,800,40,0.0688821,15.5917,False,5.51057e-05,0.168228,8.62775,0.551057,44.0846,0.119028,0.0841953,22.0423
1200,2.5,1000,30,0.0551057,19.4897,False,5.51057e-05,0.168228,8.62775,0.551057,55.1057,0.148785,0.105244,27.5528
1200,2.5,1000,50,0.0551057,19.4897,False,5.51057e-05,0.168228,8.62775,0.551057,55.1057,0.148785,0.105244,27.5528
1200,2.5,1000,40,0.0551057,19.4897,False,5.51057e-05,0.168228,8.62775,0.551057,55.1057,0.148785,0.105244,27.5528
1200,2.5,1500,30,0.0367371,29.2345,False,5.51057e-05,0.168228,8.62775,0.551057,82.6585,0.223178,0.157866,41.3293
1200,2.5,1500,50,0.0367371,29.2345,False,5.51057e-05,0.168228,8.62775,0.551057,82.6585,0.223178,0.157866,41.3293
1200,2.5,1500,40,0.0367371,29.2345,False,5.51057e-05,0.168228,8.62775,0.551057,82.6585,0.223178,0.157866,41.3293
1200,2.5,2000,30,0.0275528,38.9793,True,0.00144127,1.94562,99.7835,0.551057,110.211,0.297571,0.210488,55.1057
1200,2.5,2000,50,0.0275528,38.9793,False,5.51057e-05,0.168228,8.62775,0.551057,110.211,0.297571,0.210488,55.1057
1200,2.5,2000,40,0.0275528,38.9793,False,5.51057e-05,0.168228,8.62775,0.551057,110.211,0.297571,0.210488,55.1057
