d_debris_cm,h_km,dh_km,v_rel_m_s,solar_case,P_viable,P_viable_no_value_test,P_viable_perkg,P_c1,P_c2,P_c3,P_c4,P_c5,P_c6,median_t_natural,median_cost_object,median_shot_g,median_t_decay,d_miss_mm
5,1100,150,1000,solar_max,0,0,0,0.97335,1,0,0.97335,0.65915,0,10000,23870.8,7.50488,152.406,3.9048
5,1100,200,400,solar_min,0,0,0,1,1,0,1,0.6567,0,10000,24765.6,37.3167,10000,8.61863
5,1100,200,400,nominal,0,0,0,1,1,0,1,0.66235,0,10000,24285.9,37.4872,10000,8.61863
5,1100,200,400,solar_max,0,0,0,1,1,0,1,0.6562,0,10000,24272.6,37.2569,116.458,8.61863
5,1100,200,500,solar_min,0,0,0,1,1,0,1,0.6576,0,10000,24407.7,20.1249,10000,6.99863
5,1100,200,500,nominal,0,0,0,1,1,0,1,0.6601,0,10000,23945.5,20.118,10000,6.99863
5,1100,200,500,solar_max,0,0,0,1,1,0,1,0.66685,0,10000,23502,19.9804,116.458,6.99863
5,1100,200,619,solar_min,0,0,0,0.9997,1,0,0.9997,0.66085,0,10000,23913.6,16.2868,10000,5.77491
5,1100,200,619,nominal,0,0,0,0.9998,1,0,0.9998,0.66,0,10000,23871.8,16.2301,10000,5.77491
5,1100,200,619,solar_max,0,0,0,0.9996,1,0,0.9996,0.6638,0,10000,23624.3,16.1694,116.458,5.77491
5,1100,200,800,solar_min,0,0,0,0.9528,1,0,0.9528,0.65965,0,10000,24527.3,12.5425,10000,4.64462
5,1100,200,800,nominal,0,0,0,0.953,1,0,0.953,0.65845,0,10000,24268.5,12.5328,10000,4.64462
5,1100,200,800,solar_max,0,0,0,0.9518,1,0,0.9518,0.6674,0,10000,23329.7,12.5665,116.458,4.64462
5,1100,200,1000,solar_min,0,0,0,0.82035,1,0,0.82035,0.6644,0,10000,23631.2,10.0137,10000,3.9048
5,1100,200,1000,nominal,0,0,0,0.82375,1,0,0.82375,0.66,0,10000,24067.7,10.013,10000,3.9048
5,1100,200,1000,solar_max,0,0,0,0.81845,1,0,0.81845,0.66245,0,10000,23227.3,10.0481,116.458,3.9048
5,1100,250,400,solar_min,0,0,0,1,1,0,1,0.649,0,10000,25810,46.9113,10000,8.61863
5,1100,250,400,nominal,0,0,0,1,1,0,1,0.6603,0,10000,24414.4,47.0195,10000,8.61863
5,1100,250,400,solar_max,0,0,0,1,1,0,1,0.65985,0,10000,24398.3,46.9798,86.8818,8.61863
5,1100,250,500,solar_min,0,0,0,0.999,1,0,0.999,0.657,0,10000,24573,25.26,10000,6.99863
5,1100,250,500,nominal,0,0,0,0.99945,1,0,0.99945,0.66795,0,10000,23085.3,25.1925,10000,6.99863
5,1100,250,500,solar_max,0,0,0,0.9991,1,0,0.9991,0.66285,0,10000,23698.2,25.1007,86.8818,6.99863
5,1100,250,619,solar_min,0,0,0,0.963,1,0,0.963,0.6541,0,10000,24686.9,20.3861,10000,5.77491
5,1100,250,619,nominal,0,0,0,0.96505,1,0,0.96505,0.6575,0,10000,24355.6,20.2532,10000,5.77491
5,1100,250,619,solar_max,0,0,0,0.95995,1,0,0.95995,0.66535,0,10000,24138,20.4181,86.8818,5.77491
5,1100,250,800,solar_min,0,0,0,0.8151,1,0,0.8151,0.65525,0,10000,24832.4,15.7581,10000,4.64462
5,1100,250,800,nominal,0,0,0,0.8154,1,0,0.8154,0.65905,0,10000,24214.3,15.7971,10000,4.64462
5,1100,250,800,solar_max,0,0,0,0.82245,1,0,0.82245,0.66185,0,10000,23501.6,15.738,86.8818,4.64462
5,1100,250,1000,solar_min,0,0,0,0.6043,1,0,0.6043,0.6613,0,10000,23945.7,12.5684,10000,3.9048
5,1100,250,1000,nominal,0,0,0,0.60985,1,0,0.60985,0.65905,0,10000,24593.2,12.5292,10000,3.9048
5,1100,250,1000,solar_max,0,0,0,0.60995,1,0,0.60995,0.6643,0,10000,23305.8,12.5742,86.8818,3.9048
5,1200,150,400,solar_min,0,0,0,1,1,0,1,0.65805,0,10000,24680.8,27.2801,10000,8.61863
5,1200,150,400,nominal,0,0,0,1,1,0,1,0.66215,0,10000,24278.9,27.3381,10000,8.61863
5,1200,150,400,solar_max,0,0,0,1,1,0,1,0.65405,0,10000,24925.8,27.4794,10000,8.61863
5,1200,150,500,solar_min,0,0,0,1,1,0,1,0.65865,0,10000,24064.5,14.6924,10000,6.99863
5,1200,150,500,nominal,0,0,0,1,1,0,1,0.66255,0,10000,23931.6,14.7339,10000,6.99863
5,1200,150,500,solar_max,0,0,0,1,1,0,1,0.6606,0,10000,23857.9,14.7173,10000,6.99863
5,1200,150,619,solar_min,0,0,0,1,1,0,1,0.66265,0,10000,23606.3,11.8085,10000,5.77491
5,1200,150,619,nominal,0,0,0,1,1,0,1,0.6608,0,10000,24268.8,11.8897,10000,5.77491
5,1200,150,619,solar_max,0,0,0,1,1,0,1,0.66655,0,10000,23410.2,11.8904,10000,5.77491
5,1200,150,800,solar_min,0,0,0,1,1,0,1,0.65855,0,10000,23761,9.17757,10000,4.64462
5,1200,150,800,nominal,0,0,0,1,1,0,1,0.65835,0,10000,23794.4,9.15964,10000,4.64462
5,1200,150,800,solar_max,0,0,0,1,1,0,1,0.6623,0,10000,23800.7,9.21627,10000,4.64462
5,1200,150,1000,solar_min,0,0,0,0.9787,1,0,0.9787,0.6599,0,10000,23915.8,7.33376,10000,3.9048
5,1200,150,1000,nominal,0,0,0,0.9794,1,0,0.9794,0.6678,0,10000,23255.9,7.37646,10000,3.9048
5,1200,150,1000,solar_max,0,0,0,0.97985,1,0,0.97985,0.66075,0,10000,24156.9,7.34534,10000,3.9048
5,1200,200,400,solar_min,0,0,0,1,1,0,1,0.6601,0,10000,24673.8,36.6088,10000,8.61863
5,1200,200,400,nominal,0,0,0,1,1,0,1,0.65445,0,10000,24865.6,36.694,10000,8.61863
5,1200,200,400,solar_max,0,0,0,1,1,0,1,0.65615,0,10000,24558.7,36.5339,10000,8.61863
5,1200,200,500,solar_min,0,0,0,1,1,0,1,0.66075,0,10000,24516,19.7242,10000,6.99863
5,1200,200,500,nominal,0,0,0,1,1,0,1,0.65935,0,10000,24156.1,19.6634,10000,6.99863
5,1200,200,500,solar_max,0,0,0,1,1,0,1,0.6633,0,10000,24015.2,19.6084,10000,6.99863
5,1200,200,619,solar_min,0,0,0,1,1,0,1,0.66195,0,10000,24010.7,15.8702,10000,5.77491
5,1200,200,619,nominal,0,0,0,1,1,0,1,0.66115,0,10000,23876.3,15.9348,10000,5.77491
5,1200,200,619,solar_max,0,0,0,0.99995,1,0,0.99995,0.66425,0,10000,24095.6,15.8026,10000,5.77491
5,1200,200,800,solar_min,0,0,0,0.9602,1,0,0.9602,0.6555,0,10000,23978.6,12.3098,10000,4.64462
5,1200,200,800,nominal,0,0,0,0.96075,1,0,0.96075,0.6606,0,10000,24058.3,12.3131,10000,4.64462
5,1200,200,800,solar_max,0,0,0,0.9577,1,0,0.9577,0.6584,0,10000,24112.3,12.2858,10000,4.64462
5,1200,200,1000,solar_min,0,0,0,0.8306,1,0,0.8306,0.65485,0,10000,24934.6,9.85256,10000,3.9048
5,1200,200,1000,nominal,0,0,0,0.8309,1,0,0.8309,0.66385,0,10000,23683.9,9.86159,10000,3.9048
5,1200,200,1000,solar_max,0,0,0,0.82925,1,0,0.82925,0.66255,0,10000,23786.8,9.857,10000,3.9048
5,1200,250,400,solar_min,0,0,0,1,1,0,1,0.65425,0,10000,25055.1,46.0474,10000,8.61863
5,1200,250,400,nominal,0,0,0,1,1,0,1,0.65105,0,10000,25941,45.8661,10000,8.61863
5,1200,250,400,solar_max,0,0,0,1,1,0,1,0.66055,0,10000,24698.5,45.8717,10000,8.61863
5,1200,250,500,solar_min,0,0,0,0.99985,1,0,0.99985,0.6517,0,10000,24901.7,24.6793,10000,6.99863
5,1200,250,500,nominal,0,0,0,0.9998,1,0,0.9998,0.65185,0,10000,25312.9,24.5122,10000,6.99863
5,1200,250,500,solar_max,0,0,0,0.9999,1,0,0.9999,0.6573,0,10000,24704,24.7312,10000,6.99863
5,1200,250,619,solar_min,0,0,0,0.96755,1,0,0.96755,0.6536,0,10000,24893.6,19.9527,10000,5.77491
5,1200,250,619,nominal,0,0,0,0.96695,1,0,0.96695,0.65935,0,10000,24078.6,20.0208,10000,5.77491
5,1200,250,619,solar_max,0,0,0,0.9682,1,0,0.9682,0.65895,0,10000,24488.8,20.0095,10000,5.77491
5,1200,250,800,solar_min,0,0,0,0.82985,1,0,0.82985,0.65885,0,10000,24493.4,15.4659,10000,4.64462
5,1200,250,800,nominal,0,0,0,0.83675,1,0,0.83675,0.65755,0,10000,24274.9,15.4003,10000,4.64462
5,1200,250,800,solar_max,0,0,0,0.8314,1,0,0.8314,0.6593,0,10000,24494.7,15.4156,10000,4.64462
5,1200,250,1000,solar_min,0,0,0,0.62875,1,0,0.62875,0.6594,0,10000,24215.8,12.34,10000,3.9048
5,1200,250,1000,nominal,0,0,0,0.6248,1,0,0.6248,0.65775,0,10000,23931,12.3904,10000,3.9048
5,1200,250,1000,solar_max,0,0,0,0.6244,1,0,0.6244,0.65705,0,10000,24199.1,12.3447,10000,3.9048
10,400,150,400,solar_min,0,0.65085,0.86355,1,1,1,1,0.65085,0,2.90574,26038.2,174.624,0.251787,8.61863
10,400,150,400,nominal,0,0.65855,0.87065,1,1,1,1,0.65855,0,0.624484,25638.9,174.219,0.0985503,8.61863
10,400,150,400,solar_max,0,0.65135,0.86595,1,1,1,1,0.65135,0,0.245183,26372.5,174.447,0.0518621,8.61863
10,400,150,500,solar_min,0,0.6552,0.86875,1,1,1,1,0.6552,0,2.90574,24819.6,139.716,0.251787,6.99863
10,400,150,500,nominal,0,0.65955,0.86215,1,1,1,1,0.65955,0,0.624484,25254.1,139.538,0.0985503,6.99863
10,400,150,500,solar_max,0,0.6543,0.8682,1,1,1,1,0.6543,0,0.245183,26182.5,138.668,0.0518621,6.99863
10,400,150,619,solar_min,0,0.65265,0.86555,1,1,1,1,0.65265,0,2.90574,25383.1,112.821,0.251787,5.77491
10,400,150,619,nominal,0,0.6599,0.86805,1,1,1,1,0.6599,0,0.624484,24796.9,112.451,0.0985503,5.77491
10,400,150,619,solar_max,0,0.6551,0.86645,1,1,1,1,0.6551,0,0.245183,24806.7,112.308,0.0518621,5.77491
10,400,150,800,solar_min,0,0.6521,0.85705,0.9899,1,1,0.9899,0.65815,0,2.90574,24880.2,87.4217,0.251787,4.64462
10,400,150,800,nominal,0,0.646,0.8556,0.98895,1,1,0.98895,0.6528,0,0.624484,25466.1,87.3138,0.0985503,4.64462
10,400,150,800,solar_max,0,0.65315,0.86265,0.9907,1,1,0.9907,0.6599,0,0.245183,24893.5,87.0876,0.0518621,4.64462
10,400,150,1000,solar_min,0,0.596,0.7907,0.9128,1,1,0.9128,0.65245,0,2.90574,25051.8,69.7039,0.251787,3.9048
10,400,150,1000,nominal,0,0.6003,0.794,0.91945,1,1,0.91945,0.6521,0,0.624484,25322.5,69.7432,0.0985503,3.9048
10,400,150,1000,solar_max,0,0.60895,0.7953,0.917,1,1,0.917,0.66495,0,0.245183,23964.5,69.5159,0.0518621,3.9048
10,400,200,400,solar_min,0,0.6493,0.86435,1,1,1,1,0.6493,0,2.90574,26773.2,233.716,0.069931,8.61863
10,400,200,400,nominal,0,0.651,0.8643,1,1,1,1,0.651,0,0.624484,26601,232.166,0.0373636,8.61863
10,400,200,400,solar_max,0,0.6486,0.8627,1,1,1,1,0.6486,0,0.245183,26655.1,232.917,0.0230306,8.61863
10,400,200,500,solar_min,0,0.6551,0.8657,1,1,1,1,0.6551,0,2.90574,25554.3,186.148,0.069931,6.99863
10,400,200,500,nominal,0,0.6484,0.8655,1,1,1,1,0.6484,0,0.624484,26883.8,187.234,0.0373636,6.99863
10,400,200,500,solar_max,0,0.65285,0.868,1,1,1,1,0.65285,0,0.245183,25810.4,186.242,0.0230306,6.99863
10,400,200,619,solar_min,0,0.63845,0.85145,0.98325,1,1,0.98325,0.64885,0,2.90574,25820.2,150.195,0.069931,5.77491
10,400,200,619,nominal,0,0.64235,0.84745,0.98465,1,1,0.98465,0.65245,0,0.624484,25370.7,150.131,0.0373636,5.77491
10,400,200,619,solar_max,0,0.6364,0.84515,0.982,1,1,0.982,0.64795,0,0.245183,26806.4,151.039,0.0230306,5.77491
10,400,200,800,solar_min,0,0.5734,0.76055,0.87905,1,1,0.87905,0.6529,0,2.90574,25517.7,116.134,0.069931,4.64462
10,400,200,800,nominal,0,0.5721,0.75645,0.8766,1,1,0.8766,0.65365,0,0.624484,25746.5,116.743,0.0373636,4.64462
10,400,200,800,solar_max,0,0.57315,0.7575,0.8721,1,1,0.8721,0.65515,0,0.245183,25171.4,116.978,0.0230306,4.64462
10,400,200,1000,solar_min,0,0.4502,0.59335,0.687,1,1,0.687,0.65325,0,2.90574,25198.8,93.2702,0.069931,3.9048
10,400,200,1000,nominal,0,0.4459,0.58775,0.6784,1,1,0.6784,0.65735,0,0.624484,24752.1,93.1115,0.0373636,3.9048
10,400,200,1000,solar_max,0,0.4568,0.6042,0.6927,1,1,0.6927,0.66135,0,0.245183,24573.1,92.6362,0.0230306,3.9048
10,400,250,400,solar_min,0,0.6389,0.85995,1,1,1,1,0.6389,0,2.90574,28026.1,293.335,0.0111787,8.61863
10,400,250,400,nominal,0,0.6491,0.8674,1,1,1,1,0.6491,0,0.624484,26724.5,294.664,0.00841538,8.61863
10,400,250,400,solar_max,0,0.6378,0.862,1,1,1,1,0.6378,0,0.245183,27748.8,293.544,0.00637479,8.61863
10,400,250,500,solar_min,0,0.63755,0.8458,0.9796,1,1,0.9796,0.65115,0,2.90574,26272.3,234.485,0.0111787,6.99863
10,400,250,500,nominal,0,0.6344,0.84555,0.9785,1,1,0.9785,0.64875,0,0.624484,26757.6,235.307,0.00841538,6.99863
10,400,250,500,solar_max,0,0.63775,0.84875,0.9803,1,1,0.9803,0.6507,0,0.245183,26052.1,234.87,0.00637479,6.99863
10,400,250,619,solar_min,0,0.58125,0.7716,0.89265,1,1,0.89265,0.6527,0,2.90574,25599.2,189.248,0.0111787,5.77491
10,400,250,619,nominal,0,0.5874,0.78025,0.89785,1,1,0.89785,0.6538,0,0.624484,25575.4,188.752,0.00841538,5.77491
10,400,250,619,solar_max,0,0.5816,0.77735,0.89515,1,1,0.89515,0.648,0,0.245183,26663.8,189.576,0.00637479,5.77491
10,400,250,800,solar_min,0,0.44735,0.5904,0.682,1,1,0.682,0.65515,0,2.90574,25552.5,147.022,0.0111787,4.64462
10,400,250,800,nominal,0,0.4381,0.58225,0.6763,1,1,0.6763,0.6487,0,0.624484,26444.5,146.791,0.00841538,4.64462
10,400,250,800,solar_max,0,0.44215,0.5874,0.6793,1,1,0.6793,0.6501,0,0.245183,26035.9,146.573,0.00637479,4.64462
10,400,250,1000,solar_min,0,0.28085,0.37065,0.42875,1,1,0.42875,0.65895,0,2.90574,24776.6,117.916,0.0111787,3.9048
10,400,250,1000,nominal,0,0.2827,0.372,0.42985,1,1,0.42985,0.65685,0,0.624484,25199.4,117.377,0.00841538,3.9048
10,400,250,1000,solar_max,0,0.2832,0.37755,0.43215,1,1,0.43215,0.65415,0,0.245183,25420.5,117.793,0.00637479,3.9048
10,500,150,400,solar_min,0.6524,0.6524,0.86565,1,1,1,1,0.6524,1,26.4498,25448.1,170.047,3.57118,8.61863
10,500,150,400,nominal,0,0.65645,0.86955,1,1,1,1,0.65645,0,3.46035,24961,170.023,0.777098,8.61863
10,500,150,400,solar_max,0,0.65885,0.8625,1,1,1,1,0.65885,0,1.05603,25042.2,171.484,0.303322,8.61863
10,500,150,500,solar_min,0.65475,0.65475,0.86665,1,1,1,1,0.65475,1,26.4498,24901.1,135.569,3.57118,6.99863
10,500,150,500,nominal,0,0.65185,0.86525,1,1,1,1,0.65185,0,3.46035,25339.4,135.925,0.777098,6.99863
10,500,150,500,solar_max,0,0.65355,0.86525,1,1,1,1,0.65355,0,1.05603,25203.7,136.478,0.303322,6.99863
10,500,150,619,solar_min,0.651,0.651,0.8626,1,1,1,1,0.651,1,26.4498,25272.3,109.39,3.57118,5.77491
10,500,150,619,nominal,0,0.65605,0.86695,1,1,1,1,0.65605,0,3.46035,24935.8,110.179,0.777098,5.77491
10,500,150,619,solar_max,0,0.6566,0.8638,1,1,1,1,0.6566,0,1.05603,25228.9,110.125,0.303322,5.77491
10,500,150,800,solar_min,0.6535,0.6535,0.86055,0.9926,1,1,0.9926,0.6585,1,26.4498,24713.5,84.9082,3.57118,4.64462
10,500,150,800,nominal,0,0.65915,0.8653,0.99235,1,1,0.99235,0.66405,0,3.46035,24541,85.1955,0.777098,4.64462
10,500,150,800,solar_max,0,0.65275,0.8591,0.99135,1,1,0.99135,0.6584,0,1.05603,24631.2,85.4508,0.303322,4.64462
10,500,150,1000,solar_min,0.61145,0.61145,0.80405,0.92585,1,1,0.92585,0.65925,1,26.4498,24042.2,68.0767,3.57118,3.9048
10,500,150,1000,nominal,0,0.61245,0.80285,0.92515,1,1,0.92515,0.6612,0,3.46035,24349.9,67.876,0.777098,3.9048
10,500,150,1000,solar_max,0,0.6123,0.80535,0.9288,1,1,0.9288,0.65895,0,1.05603,24280.2,67.9258,0.303322,3.9048
10,500,200,400,solar_min,0.64955,0.64955,0.8647,1,1,1,1,0.64955,1,26.4498,26035.5,229.052,1.43067,8.61863
10,500,200,400,nominal,0,0.65455,0.8671,1,1,1,1,0.65455,0,3.46035,25926.5,228.947,0.397985,8.61863
10,500,200,400,solar_max,0,0.64865,0.8668,1,1,1,1,0.64865,0,1.05603,26783.7,227.773,0.174661,8.61863
10,500,200,500,solar_min,0.65185,0.65185,0.86415,1,1,1,1,0.65185,1,26.4498,25375.1,182.674,1.43067,6.99863
10,500,200,500,nominal,0,0.65975,0.8699,1,1,1,1,0.65975,0,3.46035,24956.2,182.337,0.397985,6.99863
10,500,200,500,solar_max,0,0.64095,0.8606,1,1,1,1,0.64095,0,1.05603,26849.7,182.603,0.174661,6.99863
10,500,200,619,solar_min,0.6471,0.6471,0.85195,0.9862,1,1,0.9862,0.6562,1,26.4498,25174.3,147.55,1.43067,5.77491
10,500,200,619,nominal,0,0.648,0.85555,0.9883,1,1,0.9883,0.65555,0,3.46035,25573.4,148.177,0.397985,5.77491
10,500,200,619,solar_max,0,0.64215,0.8581,0.9873,1,1,0.9873,0.65065,0,1.05603,25952.9,148.074,0.174661,5.77491
10,500,200,800,solar_min,0.5853,0.5853,0.77095,0.8873,1,1,0.8873,0.6598,1,26.4498,25076.2,114.388,1.43067,4.64462
10,500,200,800,nominal,0,0.58485,0.7724,0.88985,1,1,0.88985,0.65595,0,3.46035,24973.6,114.079,0.397985,4.64462
10,500,200,800,solar_max,0,0.5855,0.77275,0.89075,1,1,0.89075,0.65555,0,1.05603,24878.7,113.776,0.174661,4.64462
10,500,200,1000,solar_min,0.46075,0.46075,0.6119,0.7089,1,1,0.7089,0.65295,1,26.4498,24607.5,91.1131,1.43067,3.9048
10,500,200,1000,nominal,0,0.4592,0.60585,0.70315,1,1,0.70315,0.65385,0,3.46035,25364.5,91.5231,0.397985,3.9048
10,500,200,1000,solar_max,0,0.46425,0.6105,0.70455,1,1,0.70455,0.65835,0,1.05603,24560,91.1921,0.174661,3.9048
10,500,250,400,solar_min,0.64775,0.64775,0.86395,1,1,1,1,0.64775,1,26.4498,26860.5,286.065,0.478224,8.61863
10,500,250,400,nominal,0,0.64415,0.86505,1,1,1,1,0.64415,0,3.46035,27494.4,286.434,0.177723,8.61863
10,500,250,400,solar_max,0,0.6461,0.86545,1,1,1,1,0.6461,0,1.05603,27371.2,287.048,0.0899508,8.61863
10,500,250,500,solar_min,0.63965,0.63965,0.85095,0.9835,1,1,0.9835,0.65025,1,26.4498,25924.8,228.818,0.478224,6.99863
10,500,250,500,nominal,0,0.6344,0.85015,0.98605,1,1,0.98605,0.6433,0,3.46035,27125.9,228.661,0.177723,6.99863
10,500,250,500,solar_max,0,0.63795,0.8489,0.9841,1,1,0.9841,0.6484,0,1.05603,26751.4,227.95,0.0899508,6.99863
10,500,250,619,solar_min,0.5932,0.5932,0.7876,0.90645,1,1,0.90645,0.6529,1,26.4498,26058.1,185.279,0.478224,5.77491
10,500,250,619,nominal,0,0.5855,0.78225,0.90345,1,1,0.90345,0.64685,0,3.46035,26238.3,184.403,0.177723,5.77491
10,500,250,619,solar_max,0,0.587,0.78945,0.90935,1,1,0.90935,0.6453,0,1.05603,26367.8,184.426,0.0899508,5.77491
10,500,250,800,solar_min,0.4546,0.4546,0.60185,0.6959,1,1,0.6959,0.6541,1,26.4498,25659.7,143.374,0.478224,4.64462
10,500,250,800,nominal,0,0.46465,0.61205,0.7083,1,1,0.7083,0.6561,0,3.46035,25063.5,141.879,0.177723,4.64462
10,500,250,800,solar_max,0,0.4569,0.6084,0.7036,1,1,0.7036,0.64865,0,1.05603,26615.4,142.801,0.0899508,4.64462
10,500,250,1000,solar_min,0.3014,0.3014,0.3981,0.4619,1,1,0.4619,0.65215,1,26.4498,25200.3,114.191,0.478224,3.9048
10,500,250,1000,nominal,0,0.30215,0.39415,0.4562,1,1,0.4562,0.66455,0,3.46035,24464.2,114.282,0.177723,3.9048
10,500,250,1000,solar_max,0,0.30085,0.39655,0.4581,1,1,0.4581,0.65425,0,1.05603,25353.7,115.08,0.0899508,3.9048
10,600,150,400,solar_min,0,0,0,1,1,0,1,0.6578,0,172.003,25506.8,166.642,32.6861,8.61863
10,600,150,400,nominal,0,0.6515,0.8646,1,1,1,1,0.6515,0,15.928,25521.4,166.705,4.29594,8.61863
10,600,150,400,solar_max,0,0.6534,0.86725,1,1,1,1,0.6534,0,3.84298,26232.1,166.633,1.29573,8.61863
10,600,150,500,solar_min,0,0,0,1,1,0,1,0.65805,0,172.003,25098.1,133.029,32.6861,6.99863
10,600,150,500,nominal,0,0.6532,0.86355,1,1,1,1,0.6532,0,15.928,25682.4,133.762,4.29594,6.99863
10,600,150,500,solar_max,0,0.6563,0.866,1,1,1,1,0.6563,0,3.84298,25003.9,132.719,1.29573,6.99863
10,600,150,619,solar_min,0,0,0,1,1,0,1,0.65745,0,172.003,25292.6,107.803,32.6861,5.77491
10,600,150,619,nominal,0,0.65965,0.8645,1,1,1,1,0.65965,0,15.928,24354.4,107.518,4.29594,5.77491
10,600,150,619,solar_max,0,0.6574,0.86685,1,1,1,1,0.6574,0,3.84298,24841.4,108.528,1.29573,5.77491
10,600,150,800,solar_min,0,0,0,0.9957,1,0,0.9957,0.65675,0,172.003,24644.5,83.1395,32.6861,4.64462
10,600,150,800,nominal,0,0.6563,0.86385,0.9956,1,1,0.9956,0.65905,0,15.928,24387.8,83.1552,4.29594,4.64462
10,600,150,800,solar_max,0,0.6547,0.8637,0.99575,1,1,0.99575,0.65775,0,3.84298,24518.2,83.142,1.29573,4.64462
10,600,150,1000,solar_min,0,0,0,0.9388,1,0,0.9388,0.6585,0,172.003,24509.5,66.833,32.6861,3.9048
10,600,150,1000,nominal,0,0.6207,0.81595,0.93665,1,1,0.93665,0.66155,0,15.928,24550,66.7757,4.29594,3.9048
10,600,150,1000,solar_max,0,0.6125,0.8124,0.9388,1,1,0.9388,0.6524,0,3.84298,24878.2,66.5531,1.29573,3.9048
10,600,200,400,solar_min,0.6553,0.6553,0.86705,1,1,1,1,0.6553,1,172.003,25578,222.448,15.3668,8.61863
10,600,200,400,nominal,0,0.65335,0.8651,1,1,1,1,0.65335,0,15.928,26095.7,223.472,2.47538,8.61863
10,600,200,400,solar_max,0,0.65495,0.8664,1,1,1,1,0.65495,0,3.84298,26058.8,224.487,0.824852,8.61863
10,600,200,500,solar_min,0.6492,0.6492,0.86315,1,1,1,1,0.6492,1,172.003,26162.8,178.425,15.3668,6.99863
10,600,200,500,nominal,0,0.6524,0.8668,1,1,1,1,0.6524,0,15.928,25756.8,178.799,2.47538,6.99863
10,600,200,500,solar_max,0,0.652,0.8695,1,1,1,1,0.652,0,3.84298,25839,178.673,0.824852,6.99863
10,600,200,619,solar_min,0.6491,0.6491,0.8578,0.9916,1,1,0.9916,0.65445,1,172.003,24829.4,143.985,15.3668,5.77491
10,600,200,619,nominal,0,0.6493,0.85695,0.99085,1,1,0.99085,0.6549,0,15.928,25626.1,143.965,2.47538,5.77491
10,600,200,619,solar_max,0,0.6503,0.85515,0.99075,1,1,0.99075,0.65655,0,3.84298,25751.5,144.385,0.824852,5.77491
10,600,200,800,solar_min,0.59245,0.59245,0.78545,0.9007,1,1,0.9007,0.6586,1,172.003,24915,111.553,15.3668,4.64462
10,600,200,800,nominal,0,0.5904,0.7815,0.89995,1,1,0.89995,0.6563,0,15.928,25558.6,111.89,2.47538,4.64462
10,600,200,800,solar_max,0,0.5929,0.78395,0.90415,1,1,0.90415,0.65415,0,3.84298,25379.9,111.395,0.824852,4.64462
10,600,200,1000,solar_min,0.47675,0.47675,0.63065,0.72665,1,1,0.72665,0.65585,1,172.003,25319.8,88.6439,15.3668,3.9048
10,600,200,1000,nominal,0,0.47145,0.62115,0.71745,1,1,0.71745,0.6558,0,15.928,24354.5,90.1941,2.47538,3.9048
10,600,200,1000,solar_max,0,0.47535,0.62365,0.72095,1,1,0.72095,0.65995,0,3.84298,25252.4,89.7299,0.824852,3.9048
10,600,250,400,solar_min,0.64685,0.64685,0.86465,1,1,1,1,0.64685,1,172.003,27186.9,281.849,6.47862,8.61863
10,600,250,400,nominal,0,0.6395,0.86045,1,1,1,1,0.6395,0,15.928,27344.5,280.394,1.32455,8.61863
10,600,250,400,solar_max,0,0.64285,0.86385,1,1,1,1,0.64285,0,3.84298,26681,279.917,0.49458,8.61863
10,600,250,500,solar_min,0.6345,0.6345,0.8502,0.9873,1,1,0.9873,0.64265,1,172.003,26804.5,225.298,6.47862,6.99863
10,600,250,500,nominal,0,0.64075,0.8536,0.9879,1,1,0.9879,0.6488,0,15.928,26662,223.744,1.32455,6.99863
10,600,250,500,solar_max,0,0.64125,0.85295,0.9875,1,1,0.9875,0.64985,0,3.84298,26557.4,225.536,0.49458,6.99863
10,600,250,619,solar_min,0.598,0.598,0.7924,0.9145,1,1,0.9145,0.6542,1,172.003,25463.7,181.369,6.47862,5.77491
10,600,250,619,nominal,0,0.59935,0.7935,0.91655,1,1,0.91655,0.6546,0,15.928,25875.7,181.624,1.32455,5.77491
10,600,250,619,solar_max,0,0.5929,0.79355,0.9185,1,1,0.9185,0.6449,0,3.84298,26681.7,180.986,0.49458,5.77491
10,600,250,800,solar_min,0.4771,0.4771,0.6224,0.7195,1,1,0.7195,0.65665,1,172.003,25099.5,139.995,6.47862,4.64462
10,600,250,800,nominal,0,0.47115,0.6187,0.7202,1,1,0.7202,0.6507,0,15.928,25103.5,140.14,1.32455,4.64462
10,600,250,800,solar_max,0,0.47495,0.632,0.7274,1,1,0.7274,0.6537,0,3.84298,26030.7,140.054,0.49458,4.64462
10,600,250,1000,solar_min,0.3213,0.3213,0.4237,0.48705,1,1,0.48705,0.6565,1,172.003,24611.1,111.942,6.47862,3.9048
10,600,250,1000,nominal,0,0.3155,0.41705,0.48125,1,1,0.48125,0.6592,0,15.928,24961.4,112.056,1.32455,3.9048
10,600,250,1000,solar_max,0,0.3126,0.4151,0.47865,1,1,0.47865,0.65045,0,3.84298,25359.3,112.157,0.49458,3.9048
10,700,150,400,solar_min,0,0,0,1,1,0,1,0.65175,0,10000,25888.1,163.289,10000,8.61863
10,700,150,400,nominal,0.65945,0.65945,0.87245,1,1,1,1,0.65945,1,63.734,24978.3,162.63,19.6365,8.61863
10,700,150,400,solar_max,0,0.64865,0.8663,1,1,1,1,0.64865,0,12.5076,26022,163.629,4.67523,8.61863
10,700,150,500,solar_min,0,0,0,1,1,0,1,0.65955,0,10000,25255.4,130.838,10000,6.99863
